class,sentence
3,i want you to listen to me my father is a very dangerous man you dont know how dangerous you dont know how crazy
3,mulwrays girlfriend for one thing he wanted to know where she was
3,do to who
3,that you were jealous and he was worried about what you might do
3,what did he say what did he say
3,there hasnt been a lot of time
3,you didnt tell me
3,this morning
3,you saw my fa father when
3,i saw him
3,he owns it you know
3,i know
3,it has to do with my father
3,the albacore club
3,please trust me this much ill be back look there is something i should tell you the fishing club that old lady mentioned the pieces off the flag
3,where are you going
3,please dont be angry believe me its got nothing to do with you
3,and i want to know where
3,just i have to
3,where
3,yes sort of a birthmark
3,a flaw
3,oh that its a flaw in the iris
3,theres something black in the green part of your eye
3,what about it
3,your eye
3,whats wrong
3,could you do anything about it
3,i thought i was keeping someone from being hurt and actually i ended up making sure they were hurt
3,no why was it
3,you cant always tell whats going on there
3,hold still why
3,bothers everybody who works there but to me it was
3,so why does it bother you to talk about it chinatown
3,yeah
3,boy oh boy youre a mess
3,they do in chinatown
3,the district attorney gives his men advice like that
3,as little as possible
3,doing what
3,working for the district attorney
3,what were you doing there
3,it was in chinatown
3,just i dont know why im asking
3,why
3,when was the last time
3,actually this hasnt happened to me in some time
3,well im only judging on the basis of one afternoon and an evening but if thats how you go about your work id say youre lucky to get through a whole day
3,whats that mrs mulwray
3,tell me something does this usually happen to you mr gittes
3,i guess not to you mrs mulwray frankly you really saved my a my neck tonight
3,no question from you is innocent mr gittes
3,easy its an innocent question
3,i gave everybody the night off
3,what do you mean why nobodys here thats all
3,why
3,maids night off
3,get in the car
3,ill stay
3,they may not know it but they are
3,they cant be
3,youre looking at the owners of a 50000 acre empire
3,two weeks ago he bought those 25000 acres thats unusual
3,is that unusual
3,there was a memorial service at the mar vista inn today for jasper lamar crabb he died three weeks ago
3,what what is it
3,we got it we got it baby
3,its why he was killed jasper lamar crabb jasper lamar crabb
3,and hollis knew about it
3,yeah theyve been blowing these farmers out of here and buying their land for peanuts have any idea what this landll be worth with a steady water supply about thirty million more than they paid
3,no i think id remember
3,know him
3,jasper lamar crabb
3,in the last three months robert knox has bought 7000 acres emma dill 12000 acres clarence speer 5000 acres and jasper lamar crabb 25000 acres
3,no
3,everything you can see everything around us i was at the hall of records today that bother you
3,the valley
3,the one your husband opposed theyre conning la into building it only the water wont go to la itll go here
3,what dam
3,that dam is a con job
3,before this i turned on the faucet it came out hot and cold i didnt think there was a thing to it
3,what are you thinking
3,what about you do you and your father get along
3,of course im sure
3,you sure shout that
3,for talking him into building it he never forgave my father they havent spoken to this day
3,never forgave him for what
3,yes he never forgave him for it
3,oh yeah
3,not exactly well i mean yes yes and no hollis felt the public should own the water but i dont think my father felt that way actually it was over the van der lip the dam that broke
3,then it was over the water department
3,not over me why would they have a falling out over me
3,over the water department or over you
3,no yes a little you see hollis and my fa my father had a falling out
3,is there something upsetting about my asking about your father
3,oh
3,youve got one going mrs mulwray
3,so you married your fathers business partner
3,yes of course it was quite a while after i was just out of grade school when they did that
3,your father is julian cross isnt he
3,ill pay your salary plus five thousand dollars if you find out what happened to hollis and who is involved
3,money how they plan to make it by emptying the reservoirs that i dont know
3,whoevers behind my husbands death why have they gone to all this trouble
3,what for theres nothing more to say get my car please
3,wait a minute sonny i think you better come with me
3,oh no ive got my own car the creamcolored packard
3,another satisfied clients wife
3,another satisfied client
3,more like other people putting their business in my nose
3,maybe putting your nose in other peoples business
3,been meaning to talk to you about that
3,how did it happen
3,i dont believe you
3,no not for that one
3,you seem to have had a reason for every other question
3,no im just a snoop
3,you mustve had a reason to ask me that
3,no reason
3,yes why
3,that your maiden name
3,k cross
3,i dont see anyone for very long mr gittes its difficult for me now i think you know all you need to about me i didnt want publicity i didnt want to go into any of this then or now is this all
3,for very long
3,you were seeing someone too
3,i mean i cant tell you
3,you mean you dont know where you were
3,i cant tell you
3,where you were when your husband died
3,is there anything else you want to know
3,well i wouldnt run home and tell him whenever i went to bed with someone if thats what you mean
3,did he know
3,mr gittes
3,did you have affairs
3,i dont like the word cheat
3,shes cheating on him
3,unless what
3,look i do matrimonial work its my metiay when a wife tells me shes happy her husband is cheating on her it runs contrary to my experience
3,why
3,youll have to explain that mrs mulwray
3,i was grateful
3,and you werent the slightest bit upset about it
3,he told you
3,my husband
3,how did you find out
3,well i suppose i am actually i knew about the affair
3,but he wasnt killed
3,if your husband was killed it was this can look like you paid me off to withhold evidence
3,it wasnt much of a lie
3,sorry look you sue me your husband dies you drop the lawsuit like a hot potato and all of it quicker than wind from a ducks ass excuse me then you ask me to lie to the police
3,mr gittes dont tell me how i feel
3,i think so something besides your husbands death was bothering you you were upset but not that upset
3,i have
3,stop it the moneys fine its generous but youve shortchanged me on the story
3,well how much would you like
3,mrs mulwray im afraid thats not good enough
3,yes as i said i was very grateful
3,i got your check in the mall
3,a check
3,thank you for going along with me i just didnt want to explain anything ill send you a check
